url,marque,id_variante,designation,descriptif,code_article,reference,sku,prix_promo_unit,prix_ref_unit,prom_qty,prom_prc
https://www.henryschein.fr/fr-fr/corporate/p/schein-store/vos-pauses-dejeuners-au-cabinet/bouilloire-theiere-lumero-vario-multifonction-wmf/989-1312?promocode=2&FullPageMode=true,AMENAGEMENT,989-1312,Bouilloire/Théière Lumero Vario multifonction WMF, La bouilloire &eacute;lectrique WMF Lumero est un appareil saisissant qui combine style et fonctionnalit&eacute;/ avec un&amp;nbsp; design &eacute;l&eacute;gant dot&eacute; de lumi&egrave;res LED pour une bouilloire comme aucune autre. Faites l'exp&eacute;rience d'une eau&amp;nbsp;  bouillie &agrave; la perfection en un rien de temps et bien plus encore : Infusez du th&eacute; directement dans la bouilloire avec&amp;nbsp;  des r&eacute;glages de temp&eacute;rature variables et un filtre &agrave; th&eacute;/ un insert en verre polyvalent et une fonction de mijotage.&amp;nbsp;  ,21001374,989-1312,989-1312, ,191.94, , 
https://www.henryschein.fr/fr-fr/corporate/p/schein-store/vos-pauses-dejeuners-au-cabinet/tapis-decontamination-mat-bleu-45x115-30-euronda/897-3543?promocode=3&FullPageMode=true,EURONDA,897-3543,#TAPIS DECONTAMINATION MAT BLEU 45X115 (30)EURONDA,#TAPIS DECONTAMINATION MAT BLEU 45X115 (30)EURONDA,270758,897-3543,897-3543, ,102, , 
https://www.henryschein.fr/fr-fr/corporate/p/schein-store/vos-pauses-dejeuners-au-cabinet/monoart-serviettes-towel-up-natura-10x50-euronda/897-3551?promocode=1&FullPageMode=true,EURONDA,897-3551,#MONOART SERVIETTES TOWEL UP NATURA (10X50)EURONDA,#MONOART SERVIETTES TOWEL UP NATURA (10X50)EURONDA,21810505,897-3551,897-3551, ,18.99, , 
https://www.henryschein.fr/fr-fr/corporate/p/usage-unique/tabliers-bavoirs/tabliers-simplex-plus-maxi-roeko-verts-rouleau-de-80-tabliers/882-5113?promocode=3&FullPageMode=true,ROEKO,882-5113,Tabliers Simplex Plus Maxi ROEKO - Verts - Rouleau de 80 tabliers,Tabliers de protection pour patients en poly&eacute;thyl&egrave;ne doubl&eacute; de cellulose.,647104,882-5113,882-5113, ,31.49, , 
https://www.henryschein.fr/fr-fr/corporate/p/usage-unique/tabliers-bavoirs/tabliers-simplex-plus-maxi-roeko-bleus-rouleau-de-80-tabliers/882-5206?promocode=6&FullPageMode=true,ROEKO,882-5206,Tabliers Simplex Plus Maxi ROEKO - Bleus - Rouleau de 80 tabliers,Tabliers de protection pour patients en poly&eacute;thyl&egrave;ne doubl&eacute; de cellulose.,647102,882-5206,882-5206, ,31.49, , 
https://www.henryschein.fr/fr-fr/corporate/p/usage-unique/tabliers-bavoirs/tabliers-simplex-plus-maxi-roeko-blancs-rouleau-de-80-tabliers/882-5112?promocode=2&FullPageMode=true,ROEKO,882-5112,Tabliers Simplex Plus Maxi ROEKO - Blancs - Rouleau de 80 tabliers,Tabliers de protection pour patients en poly&eacute;thyl&egrave;ne doubl&eacute; de cellulose.,647101,882-5112,882-5112, ,31.49, , 
https://www.henryschein.fr/fr-fr/corporate/p/usage-unique/tabliers-bavoirs/tabliers-sani-tab-crosstex-lavande-boite-de-400/890-9241?promocode=1&FullPageMode=true,CROSS COUNTRY PAPER PROD,890-9241,Tabliers Sani-Tab CROSSTEX - Lavande - Boîte de 400,Tabliers avec adh&eacute;sifs pour la fixation/ directement sur le patient. Plus besoin de cha&icirc;nettes !,WEXLVT,890-9241,890-9241, ,50.49, , 
https://www.henryschein.fr/fr-fr/corporate/p/usage-unique/tabliers-bavoirs/tabliers-sani-tab-48x33-cm-rose-400-crosstex/890-9240?promocode=0&FullPageMode=true,CROSS COUNTRY PAPER PROD,890-9240,Tabliers Sani-Tab 48X33 Cm Rose (400) Crosstex,R&eacute;duisez le risque d'infection gr&acirc;ce &agrave; Sani-Tab/ le seul champ sans cha&icirc;nette comportant des languettes adh&eacute;sives brevet&eacute;es qui &eacute;liminent le recours aux pinces et cha&icirc;nettes.,WEXDRT,890-9240,890-9240, ,50.49, , 
https://www.henryschein.fr/fr-fr/corporate/p/usage-unique/tabliers-bavoirs/tabliers-sani-tab-48x33-cm-blanc-400-crosstex/890-9242?promocode=2&FullPageMode=true,CROSS COUNTRY PAPER PROD,890-9242,Tabliers Sani-Tab 48X33 Cm Blanc (400) Crosstex,R&eacute;duisez le risque d'infection gr&acirc;ce &agrave; Sani-Tab/ le seul champ sans cha&icirc;nette comportant des languettes adh&eacute;sives brevet&eacute;es qui &eacute;liminent le recours aux pinces et cha&icirc;nettes.,WEXWHT,890-9242,890-9242, ,50.49, , 
https://www.henryschein.fr/fr-fr/corporate/p/usage-unique/tabliers-bavoirs/tabliers-confort-henry-schein-vert-clair-lot-de-80/900-1379?promocode=9&FullPageMode=true,HENRY SCHEIN,900-1379,Tabliers Confort HENRY SCHEIN - Vert clair - Lot de 80,Tabliers en tissu poly&eacute;thyl&egrave;ne absorbants et imperm&eacute;ables/ Faciles &agrave; attacher gr&acirc;ce aux lani&egrave;res pr&eacute;d&eacute;coup&eacute;es.,3201,900-1379,900-1379, ,15.99, , 
https://www.henryschein.fr/fr-fr/corporate/p/usage-unique/tabliers-bavoirs/tabliers-confort-henry-schein-orange-lot-de-80/900-2948?promocode=8&FullPageMode=true,HENRY SCHEIN,900-2948,Tabliers Confort HENRY SCHEIN - Orange - Lot de 80,Tabliers en tissu poly&eacute;thyl&egrave;ne absorbants et imperm&eacute;ables/ Faciles &agrave; attacher gr&acirc;ce aux lani&egrave;res pr&eacute;d&eacute;coup&eacute;es.,3401HS,900-2948,900-2948, ,15.99, , 
https://www.henryschein.fr/fr-fr/corporate/p/usage-unique/tabliers-bavoirs/tabliers-confort-henry-schein-bleu-ciel-lot-de-80/900-1378?promocode=8&FullPageMode=true,HENRY SCHEIN,900-1378,Tabliers Confort HENRY SCHEIN - Bleu ciel - Lot de 80,Tabliers en tissu poly&eacute;thyl&egrave;ne absorbants et imperm&eacute;ables/ Faciles &agrave; attacher gr&acirc;ce aux lani&egrave;res pr&eacute;d&eacute;coup&eacute;es.,3101,900-1378,900-1378, ,15.99, , 
https://www.henryschein.fr/fr-fr/corporate/p/usage-unique/tabliers-bavoirs/tabliers-confort-henry-schein-blanc-lot-de-80/900-1380?promocode=0&FullPageMode=true,HENRY SCHEIN,900-1380,Tabliers Confort HENRY SCHEIN - Blanc - Lot de 80,Tabliers en tissu poly&eacute;thyl&egrave;ne absorbants et imperm&eacute;ables/ Faciles &agrave; attacher gr&acirc;ce aux lani&egrave;res pr&eacute;d&eacute;coup&eacute;es.,3001,900-1380,900-1380, ,15.99, , 
https://www.henryschein.fr/fr-fr/corporate/p/usage-unique/tabliers-bavoirs/tabliers-confort-henry-schein-bleu-marine-lot-de-80/900-2950?promocode=0&FullPageMode=true,HENRY SCHEIN,900-2950,Tabliers Confort HENRY SCHEIN - Bleu marine - Lot de 80,Tabliers en tissu poly&eacute;thyl&egrave;ne absorbants et imperm&eacute;ables/ Faciles &agrave; attacher gr&acirc;ce aux lani&egrave;res pr&eacute;d&eacute;coup&eacute;es.,3701HS,900-2950,900-2950, ,15.99, , 
https://www.henryschein.fr/fr-fr/corporate/p/usage-unique/tabliers-bavoirs/bavoirs-verts-pour-patients-500-cybertech/900-3005?promocode=5&FullPageMode=true,CYBERTECH,900-3005,Bavoirs verts pour patients (500) CYBERTECH,  Bavoirs verts pour patients&amp;nbsp;    1 couche de poly&eacute;thyl&egrave;ne et 2 couches de papiers&amp;nbsp;    Dimensions : 33x45cm    500 pi&egrave;ces  ,9003005,900-3005,900-3005, ,18.49, , 
https://www.henryschein.fr/fr-fr/corporate/p/usage-unique/tabliers-bavoirs/bavoirs-valafit-plus-hartmann-boite-de-100/889-0123?promocode=3&FullPageMode=true,HARTMANN,889-0123,Bavoirs Valafit Plus HARTMANN - Boîte de 100,Bavoirs &agrave; usage unique avec une feuille intraversable entre 2 feuilles de cellulose/ Avec poche de recueil et 2 attaches solides &agrave; nouer.,992262,889-0123,889-0123, ,19.99, , 
https://www.henryschein.fr/fr-fr/corporate/p/usage-unique/tabliers-bavoirs/bavoirs-monoart-euronda-vert-rouleau-de-80/882-8244?promocode=4&FullPageMode=true,EURONDA,882-8244,Bavoirs Monoart EURONDA - Vert - Rouleau de 80,Tabliers en cellulose plastifi&eacute;s/ pr&eacute;-d&eacute;coup&eacute;s/ r&eacute;sistants et imperm&eacute;ables,2201-301,882-8244,882-8244, ,31.49, , 
https://www.henryschein.fr/fr-fr/corporate/p/usage-unique/tabliers-bavoirs/bavoirs-monoart-euronda-rose-rouleau-de-80/891-8892?promocode=2&FullPageMode=true,EURONDA,891-8892,Bavoirs Monoart EURONDA - Rose - Rouleau de 80,Tabliers en cellulose plastifi&eacute;s/ pr&eacute;-d&eacute;coup&eacute;s/ r&eacute;sistants et imperm&eacute;ables,2201-307,891-8892,891-8892, ,31.49, , 
https://www.henryschein.fr/fr-fr/corporate/p/usage-unique/tabliers-bavoirs/bavoirs-monoart-euronda-orange-rouleau-de-80/891-8889?promocode=9&FullPageMode=true,EURONDA,891-8889,Bavoirs Monoart EURONDA - Orange - Rouleau de 80,Tabliers en cellulose plastifi&eacute;s/ pr&eacute;-d&eacute;coup&eacute;s/ r&eacute;sistants et imperm&eacute;ables,2201-304,891-8889,891-8889, ,31.49, , 
https://www.henryschein.fr/fr-fr/corporate/p/usage-unique/tabliers-bavoirs/bavoirs-monoart-euronda-lime-vert-clair-rouleau-de-80/891-8893?promocode=3&FullPageMode=true,EURONDA,891-8893,Bavoirs Monoart EURONDA - Lime (vert clair) - Rouleau de 80,Tabliers en cellulose plastifi&eacute;s/ pr&eacute;-d&eacute;coup&eacute;s/ r&eacute;sistants et imperm&eacute;ables,2201-347,891-8893,891-8893, ,31.49, , 
https://www.henryschein.fr/fr-fr/corporate/p/usage-unique/tabliers-bavoirs/bavoirs-monoart-euronda-lilas-rouleau-de-80/891-8891?promocode=1&FullPageMode=true,EURONDA,891-8891,Bavoirs Monoart EURONDA - Lilas - Rouleau de 80,Tabliers en cellulose plastifi&eacute;s/ pr&eacute;-d&eacute;coup&eacute;s/ r&eacute;sistants et imperm&eacute;ables,2201-306,891-8891,891-8891, ,31.49, , 
https://www.henryschein.fr/fr-fr/corporate/p/usage-unique/tabliers-bavoirs/bavoirs-monoart-euronda-jaune-rouleau-de-80/891-8888?promocode=8&FullPageMode=true,EURONDA,891-8888,Bavoirs Monoart EURONDA - Jaune - Rouleau de 80,Tabliers en cellulose plastifi&eacute;s/ pr&eacute;-d&eacute;coup&eacute;s/ r&eacute;sistants et imperm&eacute;ables,2201-305,891-8888,891-8888, ,31.49, , 
https://www.henryschein.fr/fr-fr/corporate/p/usage-unique/tabliers-bavoirs/bavoirs-monoart-euronda-bleu-lagune-rouleau-de-80/897-1332?promocode=2&FullPageMode=true,EURONDA,897-1332,Bavoirs Monoart EURONDA - Bleu Lagune - Rouleau de 80,PAPERJECT ROULEAU BAVETTE BLEU LAGUNE (80) EURONDA,22010406,897-1332,897-1332, ,31.49, , 
https://www.henryschein.fr/fr-fr/corporate/p/usage-unique/tabliers-bavoirs/bavoirs-monoart-euronda-bleu-clair-rouleau-de-80/882-8243?promocode=3&FullPageMode=true,EURONDA,882-8243,Bavoirs Monoart EURONDA - Bleu clair - Rouleau de 80,Tabliers en cellulose plastifi&eacute;s/ pr&eacute;-d&eacute;coup&eacute;s/ r&eacute;sistants et imperm&eacute;ables,PG30/A,882-8243,882-8243, ,31.49, , 
https://www.henryschein.fr/fr-fr/corporate/p/usage-unique/tabliers-bavoirs/bavoirs-monoart-euronda-bleu-rouleau-de-80/891-8890?promocode=0&FullPageMode=true,EURONDA,891-8890,Bavoirs Monoart EURONDA - Bleu - Rouleau de 80,Tabliers en cellulose plastifi&eacute;s/ pr&eacute;-d&eacute;coup&eacute;s/ r&eacute;sistants et imperm&eacute;ables,2201-303,891-8890,891-8890, ,31.49, , 
https://www.henryschein.fr/fr-fr/corporate/p/usage-unique/tabliers-bavoirs/bavoirs-monoart-euronda-blanc-rouleau-de-80/882-8245?promocode=5&FullPageMode=true,EURONDA,882-8245,Bavoirs Monoart EURONDA - Blanc - Rouleau de 80,Tabliers en cellulose plastifi&eacute;s/ pr&eacute;-d&eacute;coup&eacute;s/ r&eacute;sistants et imperm&eacute;ables,22010302 PG30/W,882-8245,882-8245, ,31.49, , 
https://www.henryschein.fr/fr-fr/corporate/p/usage-unique/tabliers-bavoirs/bavoirs-henry-schein-vert-lot-de-200/900-0789?promocode=9&FullPageMode=true,HENRY SCHEIN,900-0789,Bavoirs HENRY SCHEIN - Vert - Lot de 200,Bavoirs en poly&eacute;thyl&egrave;ne pr&eacute;-d&eacute;coup&eacute;s.,1301HS,900-0789,900-0789, ,27.49, , 
https://www.henryschein.fr/fr-fr/corporate/p/usage-unique/tabliers-bavoirs/bavoirs-henry-schein-orange-lot-de-200/900-2947?promocode=7&FullPageMode=true,HENRY SCHEIN,900-2947,Bavoirs HENRY SCHEIN - Orange - Lot de 200,Bavoirs en poly&eacute;thyl&egrave;ne pr&eacute;-d&eacute;coup&eacute;s.,9002947,900-2947,900-2947, ,27.49, , 
https://www.henryschein.fr/fr-fr/corporate/p/usage-unique/tabliers-bavoirs/bavoirs-henry-schein-bleu-lot-de-200/900-0788?promocode=8&FullPageMode=true,HENRY SCHEIN,900-0788,Bavoirs HENRY SCHEIN - Bleu - Lot de 200,Bavoirs en poly&eacute;thyl&egrave;ne pr&eacute;-d&eacute;coup&eacute;s.,1201HS,900-0788,900-0788, ,27.49, , 
https://www.henryschein.fr/fr-fr/corporate/p/usage-unique/tabliers-bavoirs/bavoirs-henry-schein-blanc-lot-de-200/900-0787?promocode=7&FullPageMode=true,HENRY SCHEIN,900-0787,Bavoirs HENRY SCHEIN - Blanc - Lot de 200,Bavoirs en poly&eacute;thyl&egrave;ne pr&eacute;-d&eacute;coup&eacute;s.,1101HS,900-0787,900-0787, ,27.49, , 
https://www.henryschein.fr/fr-fr/corporate/p/usage-unique/tabliers-bavoirs/bavoirs-henry-schein-bleu-marine-lot-de-200/900-2949?promocode=9&FullPageMode=true,HENRY SCHEIN,900-2949,Bavoirs HENRY SCHEIN - Bleu marine - Lot de 200,Bavoirs en poly&eacute;thyl&egrave;ne pr&eacute;-d&eacute;coup&eacute;s.,900-2949,900-2949,900-2949, ,27.49, , 
https://www.henryschein.fr/fr-fr/corporate/p/usage-unique/tabliers-bavoirs/bavoirs-bleus-pour-patients-500-cybertech/900-3006?promocode=6&FullPageMode=true,CYBERTECH,900-3006,Bavoirs bleus pour patients (500) CYBERTECH,  Bavoirs bleus pour patients&amp;nbsp;    1 couche de poly&eacute;thyl&egrave;ne et 2 couches de papiers&amp;nbsp;    Dimensions : 33x45cm    500 pi&egrave;ces  ,9003006,900-3006,900-3006, ,18.49, , 
https://www.henryschein.fr/fr-fr/corporate/p/usage-unique/tabliers-bavoirs/bavoirs-blancs-pour-patients-500-cybertech/900-3004?promocode=4&FullPageMode=true,CYBERTECH,900-3004,Bavoirs blancs pour patients (500) CYBERTECH, Bavoirs blancs pour patients&amp;nbsp;  1 couche de poly&eacute;thyl&egrave;ne et 2 couches de papiers&amp;nbsp;  Dimensions : 33x45cm  500 pi&egrave;ces ,9003004,900-3004,900-3004, ,18.49, , 
https://www.henryschein.fr/fr-fr/corporate/p/usage-unique/tabliers-bavoirs/bavettes-bluebib-tie-on-steriblue-bleu-boite-de-50/950-2424?promocode=4&FullPageMode=true,STERIBLUE,950-2424,Bavettes Bluebib Tie-On STERIBLUE - Bleu - Boîte de 50,Bavette &agrave; cordons.Avec les cordons/ la corv&eacute;e du d&eacute;roulage d&eacute;coupage est termin&eacute;e : un simple noeud suffit/  Absorbantes : 3 &eacute;paisseurs avec support imperm&eacute;able/  Protection des v&ecirc;tements du patient et du fauteuil/ Film en poly&eacute;thyl&egrave;ne avec feuille de cellulose/  Le coloris bleu apporte le juste contraste pour travailler efficacement,0 SB BAVCD 050 B,950-2424,950-2424, ,12.49, , 
https://www.henryschein.fr/fr-fr/corporate/p/usage-unique/tabliers-bavoirs/bavettes-bluebib-on-roll-steriblue-blanc-boite-de-80/882-5651?promocode=1&FullPageMode=true,STERIBLUE,882-5651,Bavettes Bluebib On Roll STERIBLUE - Blanc - Boîte de 80,Bavettes de protection pr&eacute;d&eacute;coup&eacute;es d&eacute;tachables facilement/ &agrave; nouer autour du cou/  Format couvrant/  Imperm&eacute;ables et absorbantes : protection des v&ecirc;tements du patient/  Film en poly&eacute;thyl&egrave;ne avec feuille de cellulose,0-SB-BAVRL080WHI,882-5651,882-5651, ,31.49, , 
https://www.henryschein.fr/fr-fr/corporate/p/vetements-accessoires/mixte/pantalon-mixte-selekto-bleu-fonce-taille-xs/890-4168?promocode=8&FullPageMode=true,SELEKTO,890-4168,Pantalon Mixte SELEKTO - Bleu foncé - Taille XS,Un grand classique intemporel ! Deux poches de c&ocirc;t&eacute;. Elastique &agrave; la taille. Lien de serrage pour un ajustement parfait. / Long. entrejambe : 81 cm / 65% polyester / 35% coton,.,890-4168,890-4168, ,44.49, , 
https://www.henryschein.fr/fr-fr/corporate/p/vetements-accessoires/mixte/pantalon-jessy-selekto-anthracite-xxxl/956-0589?promocode=9&FullPageMode=true,RNB EVASION,956-0589,Pantalon Jessy SELEKTO Anthracite XXXL,Pantalon de coupe droite/ poches italiennes. / 65% polyester / 35% coton,.,956-0589,956-0589, ,44.99, , 
https://www.henryschein.fr/fr-fr/corporate/p/nouveautes/nouveautes/mariniere-madrid-selekto-blanche-taille-xxl/950-4778?promocode=8&FullPageMode=true,RNB EVASION,950-4778,Marinière Madrid SELEKTO - Blanche - Taille XXL,"Marini&egrave;re classique et mixte &eacute;tudi&eacute;e pour apporter aisance et confort. 
Col en &ldquo;V&ldquo; renforc&eacute;/ poche de poitrine et fentes d'aisance. / Long. dos :
 78 cm / 65% polyester / 35% coton",.,950-4778,950-4778, ,37.99, , 
https://www.henryschein.fr/fr-fr/corporate/p/vetements-accessoires/mixte/mariniere-evasion-selekto-violet-taille-xxxl/956-0202?promocode=2&FullPageMode=true,RNB EVASION,956-0202,Marinière Evasion SELEKTO - Violet - Taille XXXL,Marini&egrave;re classique et mixte &eacute;tudi&eacute;e pour apporter aisance et confort. Col en &ldquo;V&ldquo; renforc&eacute;/ poche de poitrine et fentes d'aisance/ deux grandes poches lat&eacute;rales. / Long. dos : 78 cm / 65% polyester / 35% coton,.,956-0202,956-0202, ,37.99, , 
https://www.henryschein.fr/fr-fr/corporate/p/vetements-accessoires/mixte/mariniere-madrid-orange-taille-xxxl/890-3261?promocode=1&FullPageMode=true,RNB EVASION,890-3261,MARINIERE MADRID ORANGE TAILLE XXXL,Marini&egrave;re classique et mixte &eacute;tudi&eacute;e pour apporter aisance et confort. Col en &ldquo;V&ldquo; renforc&eacute;/ poche de poitrine et fentes d'aisance. Caract&eacute;ristiques : long. dos : 78 cm/ 65% polyester/ 35% coton. Taille XXXL. Couleur: orange.,.,890-3261,890-3261, ,44.99, , 
https://www.henryschein.fr/fr-fr/corporate/p/vetements-accessoires/mixte/mariniere-madrid-anis-taille-xxxl/890-3256?promocode=6&FullPageMode=true,RNB EVASION,890-3256,MARINIERE MADRID ANIS TAILLE XXXL,Marini&egrave;re classique et mixte &eacute;tudi&eacute;e pour apporter aisance et confort. Col en &ldquo;V&ldquo; renforc&eacute;/ poche de poitrine et fentes d'aisance. Caract&eacute;ristiques : long. dos : 78 cm/ 65% polyester/ 35% coton. Taille XXXL. Couleur: Anis.,.,890-3256,890-3256, ,44.99, , 
https://www.henryschein.fr/fr-fr/corporate/p/vetements-accessoires/mixte/blouse-allegro-selekto-blanc-taille-xxxl/890-4138?promocode=8&FullPageMode=true,RNB EVASION,890-4138,Blouse Allegro SELEKTO - Blanc - Taille XXXL,"Blouse mixte fantaisie zipp&eacute;e. Col ""Officier"". D&eacute;coupe de poitrine aux 
poches. Deux poches lat&eacute;rales bicolores. / Long.dos : 78cm  /  65% 
polyester / 35% coton",.,890-4138,890-4138, ,87.99, , 
